cod_fundo;nome;classe;situaçao;inicio;atualização
111783; FI MULT FICUS; Multimercados; A; 2003-01-29; 2019-11-07T16
112151; CSHG CAMBRIDGE FC FI MULT; Multimercados; A; 2002-12-18; 2017-06-07T16
112283; CAIXA FIC FACIL RENDA FIXA SIMPLES; Renda Fixa; A; 2003-02-24; 2018-09-19T15
112331; SULAMERICA FIX 100 II FI RENDA FIXA; PrevidÃªncia; A; 2003-02-27; 2019-10-31T18
112380; VINCI GAS FI EM ACOES;ações; A; 2002-11-29; 2019-06-13T11
112399; PARIS I FI MULT CRED PRIV IE; Multimercados; A; 2002-11-29; 2019-12-05T16
112410; EVOLUTION FI ACOES IE;ações; A; 2002-12-16; 2019-06-17T17
112461; CANCALE FI ACOES;ações; A; 2002-11-29; 2019-06-27T17
112471; VERDE AM YIELD FI RF DIVIDA EXTERNA; Renda Fixa; A; 2002-11-29; 2019-09-18T12
112887; SUL AMERICA SAP CONCEDIDOS FI RENDA FIXA; Renda Fixa; A; 2002-12-17; 2019-12-11T01
112909; ALM BD FUNDO DE INVESTIMENTO RENDA FIXA; Renda Fixa; A; 2002-12-20; 2017-07-07T11
112968; BB RENDA FIXA REF DI COOPCRED FC FI; Renda Fixa; A; 2003-03-14; 2018-04-20T12
113131; CSHG ESMERALDA FI MULT IE; Multimercados; A; 2002-12-20; 2016-07-25T21
113190; CLARITAS HEDGE FIC FI MULT LONGO PRAZO; Multimercados; A; 2003-03-11; 2018-04-30T12
113212; SAFRA HIGH YIELD FI MULT; Multimercados; A; 2003-03-17; 2019-06-10T19
113220; BRADESCO FI RF ASSURANCE; Renda Fixa; A; 2002-12-20; 2017-11-28T18
113328; ALM POTIGUAR FI RENDA FIXA; Renda Fixa; A; 2003-01-02; 2019-04-23T17
113425; MANCHESTER MULT FI CREDITO PRIVADO; Multimercados; A; 2003-03-18; 2020-01-09T16
113433; CSHG SISTEMA FI MULT CRED PRIV IE; Multimercados; A; 2003-02-13; 2018-09-28T16
113451; FI MULTIMERCADO UNIPREV I; Multimercados; A; 2003-01-30; 2019-10-25T16
113727; WILMA FI MULTIMERCADO CRED PRIV INV EXT; Multimercados; A; 2003-03-18; 2018-04-27T11
113816; BB MULT MULTIGESTOR PRIVATE FC; Multimercados; A; 2003-04-08; 2019-08-21T17
113840; BB MULT MULTIGESTOR ARBITRAG PRIV FC FI; Multimercados; A; 2003-04-10; 2020-03-27T16
114146; ITAU REFERENCIADO DI VIP FICFI; Renda Fixa; A; 2003-04-16; 2019-07-03T17
114189; CSHG VERDE AM PILAR FIC FI MULT; Multimercados; A; 2003-03-21; 2016-08-01T11
114219; CSHG QUANTUM FI MULT CRED PRIV IE; Multimercados; A; 2002-12-30; 2016-07-22T18
114227; CSHG TALASSA FC FI MULT   CRED PRIV IE; Multimercados; A; 2003-01-23; 2018-02-23T09
114618; BB RF REFERENCIADO DI LP CLASSE 200 FC; Renda Fixa; A; 2003-04-22; 2017-05-03T15
114626; SANTANDER FC FI V RF CRED PRIV; PrevidÃªncia; A; 2003-04-28; 2020-02-05T12
114634; SADIA FIQFIE RENDA FIXA; PrevidÃªncia; A; 2003-04-28; 2019-11-01T16
114642; GBM MULTIMERCADO FICFI; Multimercados; A; 2003-04-24; 2019-12-05T16
114715; ICATU SEG CLASSIC FIC FI RENDA FIXA; PrevidÃªncia; A; 2003-04-22; 2019-12-06T19
114731; ICATU VANGUARDA XXXIII FI RF CRED PRIV; Renda Fixa; A; 2003-04-22; 2019-12-06T19
114741; ICATU VANGUARDA XXXIV FI RENDA FIXA; Renda Fixa; A; 2003-04-22; 2019-12-13T16
114766; ICATU VANGUARDA SEG SOBERANO FI RF; Renda Fixa; A; 2003-04-22; 2019-12-09T15
114936; CSHG ALL VERDE AM AGAR FC FI MULT; Multimercados; A; 2003-04-02; 2020-04-01T16
114995; OPPORTUNITY TOTAL FC FI MULTIMERCADO; Multimercados; A; 2003-05-08; 2020-02-10T18
115231; XP TOP CRED PRIV RF FI LP; Renda Fixa; A; 2003-02-18; 2019-04-30T18
115274; ARGOS FIA IE;ações; A; 2003-02-18; 2019-07-02T17
115398; FI BANESTES RESERVA CAPITALIZACAO RF; Renda Fixa; E; 2003-05-16; 2020-08-14T16
115525; BB EXCELENCIA 8 FICFI RENDA FIXA; Renda Fixa; A; 2003-05-15; 2016-07-21T09
115541; BRADESCO PRIME FIC DE FI CAMBIAL DOLAR; Cambial; A; 2003-05-19; 2017-03-27T17
115551; BRADESCO PRIME FIC DE FI RF REF DI; Renda Fixa; A; 2003-05-19; 2017-03-27T17
115568; BRADESCO PRIME FICFI RF MULTI INDICES LP; Renda Fixa; A; 2003-05-20; 2018-05-15T18
115576; BRADESCO PRIME FIC DE FI REF DI PLUS; Renda Fixa; A; 2003-05-19; 2017-02-22T17
115584; BRADESCO PRIME FIC DE FI MULTIMERCADO; Multimercados; A; 2003-05-19; 2018-03-05T10
115592; BRADESCO PRIME FIC DE FI RF PLUS; Renda Fixa; A; 2003-05-19; 2016-08-26T10
115606; BRADESCO PRIME FIC DE FI RF; Renda Fixa; A; 2003-05-19; 2017-02-22T17
115614; BB RF LP PRE IRF-M PRIVATE FC; Renda Fixa; A; 2003-05-21; 2019-11-25T16
115649; ANGRA MULTIMERCADO CREDITO PRIVADO FICFI; Multimercados; A; 2003-05-13; 2019-07-03T17
115665; FLORENCE MULTI CREDITO PRIVADO IE FI; Multimercados; A; 2003-05-15; 2019-11-07T16
115959; SANTANDER PB PORTO MULT CRED PRIV FI; Multimercados; A; 2003-05-29; 2020-06-05T16
115967; BRADESCO H FC FI RF REF DI LP 1.000; Renda Fixa; A; 2003-05-29; 2020-06-05T16
116114; ALKA MULT FICFI CRED PRIV IE; Multimercados; A; 2003-05-27; 2019-07-03T17
116122; WA PONTA VERDE FI RF; Renda Fixa; A; 2003-03-07; 2019-06-11T17
116157; BRADESCO H FI ACOES DIVIDENDOS;ações; A; 2003-02-28; 2019-06-13T11
116319; ITAU YEAR FIX RENDA FIXA FICFI; Renda Fixa; E; 2003-06-02; 2020-03-27T16
116408; UNIBANCO PREVER III FIX 100 FICFI E C RF; PrevidÃªncia; A; 2003-06-13; 2020-04-09T23
116416; UNIBANCO PREVER II RV 30 FIQFIE MULTI; PrevidÃªncia; A; 2003-06-13; 2019-11-01T17
116467; CAIXA FI HERCULES RF; Renda Fixa; A; 2003-04-01; 2018-09-20T16
116531; FC FI MULT CRED PRIV IE CAMPEA; Multimercados; A; 2003-06-20; 2017-08-15T11
116610; SAFRA EXECUTIVE PROFIT FIC FI RENDA FIXA; Renda Fixa; A; 2003-06-16; 2018-09-10T16
116831; SKOPOS BRK FI ACOES;ações; A; 2003-04-02; 2020-08-07T17
116963; BRAM FIA IBOVESPA ATIVO;ações; A; 2003-06-18; 2019-06-13T11
116981; BRAM FIA IBOVESPA;ações; A; 2003-06-18; 2019-08-27T17
117048; CAIXA FIC PREV 100 RF; PrevidÃªncia; A; 2003-06-05; 2019-11-01T16
117072; BRASILPREV FIX ANNUITY FI RF CRED PRIV; PrevidÃªncia; A; 2003-04-04; 2019-11-01T15
117323; ICATU VANGUARDA MARAGOGI RF PREV FI; Renda Fixa; A; 2003-04-17; 2019-06-07T18
117404; FICFI ARIZONA MULT IE; Multimercados; A; 2003-07-02; 2019-04-26T17
117439; ANTARES FI MULTIMERCADO; Multimercados; E; 2003-07-10; 2020-08-05T17
117455; FICFI ASPEN MULT CRED PRIV; Multimercados; A; 2003-07-02; 2018-10-19T16
117668; SAUIPE FI MULT CRED PRIV INVEST NO EXTER; Multimercados; A; 2003-04-25; 2018-09-10T15
117676; UV ABSOLUTO FI MULTI CRED PRIV IE; Multimercados; A; 2003-06-30; 2018-10-29T11
117781; BEM MULTIMERCADO FICFI; Multimercados; A; 2003-04-29; 2016-12-09T15
117854; VERTICE FOF ALOCACAO 90 MULT FICFI; Multimercados; A; 2003-07-08; 2019-07-03T17
117870; ITAU FUND OF FUNDS MULTIGES X MULT FICFI; Multimercados; A; 2003-07-24; 2019-10-31T16
117951; ITAU RF REF DI SOBERANO II FICFI; Renda Fixa; A; 2003-05-15; 2016-12-06T14
118011; TEXTIL MATEC MULTIMERCADO FI; Multimercados; A; 2003-04-30; 2019-08-08T16
118257; MEL FI MULTIMERCADO CRED PRIV IE; Multimercados; A; 2003-05-02; 2017-07-10T17
118311; CHATEAUBRIAND FI RF PREVID; Renda Fixa; A; 2003-07-31; 2019-04-03T17
118435; PORTO SEGURO RF SOBERANO DIAMAN FI PREV; PrevidÃªncia; A; 2001-12-31; 2020-03-03T18
118443; PORTO SEGURO COMPOSTO MULT FIC FI PREV; PrevidÃªncia; A; 2001-12-31; 2020-03-11T00
118451; PORTO SEGURO RF RUBI PREMIUM FICFI PREV; PrevidÃªncia; A; 2001-12-31; 2020-03-09T18
118478; ICATU SEG CLASSIC CONSERV FIC FI RF; PrevidÃªncia; A; 2003-08-06; 2019-12-06T19
118494; MANSFIELD CREDITO PRIVADO MULT IE FI; Multimercados; A; 2003-08-06; 2018-03-20T18
118508; ITAU CAPITAL PERFORMANCE FIX MULT FICFI; Multimercados; A; 2003-08-01; 2018-10-11T17
118516; ITAU PERFORMANCE FIX CRED PRIV RF FI; Renda Fixa; A; 2003-08-01; 2016-03-09T09
118524; SICREDI   FI INVEST RF CP; Renda Fixa; A; 2003-05-13; 2020-05-27T16
118664; BRAD CORPORATE FC DE FI RF; Renda Fixa; A; 2003-08-04; 2020-04-28T16
118672; BRAD CORP FC DE FI RF REFERENCIADO DI; Renda Fixa; A; 2003-08-04; 2020-04-28T16
118680; BRAD CORP FC DE FI RF REF DI FEDE EXTRA; Renda Fixa; A; 2003-08-04; 2020-04-28T16
118702; BRAD CORPORATE FC DE FI CAMBIAL DOLAR; Cambial; A; 2003-08-04; 2020-04-28T16
118761; BTG PACTUAL MULTIST ADV FI MULTIMERCADO; Multimercados; A; 2003-08-01; 2019-01-10T22
118771; BRADESCO PRIME FIC DE FIA IBOVESPA ATIVO;ações; A; 2003-08-04; 2019-06-13T11
118834; FC FI MULT CRED PRIV IE WAFN-2; Multimercados; A; 2003-08-11; 2017-10-05T18
118869; BANFF FICFI MULT IE; Multimercados; A; 2003-08-11; 2016-08-03T15
118931; CSHG DIAMANTE GOULD FI MULT CRED PRIV IE; Multimercados; A; 2003-05-21; 2018-06-29T13
118941; CSHG VERDE AM HIPER FC FI MULT; Multimercados; A; 2003-06-06; 2020-06-30T16
118958; CSHG SAPUCAI FC FI MULT - CRED PRIV IE; Multimercados; A; 2003-05-21; 2020-02-04T17
119008; RODEIO CRED PRIV FC FI MULT IE; Multimercados; A; 2003-05-30; 2019-07-03T17
119024; SICREDI FI CP RESGATE FACIL; Renda Fixa; A; 2003-05-22; 2020-09-10T14
119113; SULAMERICA MIX 20 FI MULTIMERCADO; PrevidÃªncia; A; 2003-05-27; 2019-10-31T18
119121; SULAMERICA MIX 40 FI MULTIMERCADO; PrevidÃªncia; A; 2003-05-27; 2019-10-31T18
119156; CSHG CAPRI FI MULT CRED PRIV IE; Multimercados; A; 2003-05-28; 2016-07-14T09
119199; POLO I FC EM ACOES;ações; A; 2003-05-28; 2020-07-08T16
119369; NEO MULTI ESTRATEGIA FICFI MULTIMERCADO; Multimercados; A; 2003-08-18; 2020-06-02T16
119415; SINERGY PREVIDENCIARIO MULTIMERCADO FI; Multimercados; A; 2003-05-30; 2020-04-01T16
119431; GAVEA MACRO I FC DE FI MULT; Multimercados; A; 2003-08-25; 2019-07-17T16
119474; CAIXA FIC ESPECIAL RF LONGO PRAZO; Renda Fixa; A; 2003-08-25; 2019-06-10T17
119520; FI VAIL MULT CRED PRIV IE; Multimercados; A; 2003-08-21; 2016-08-09T19
119539; VENTURESTAR FI MULTIMERCADO; Multimercados; A; 2003-08-04; 2019-01-28T17
119598; CAIXA FI MASTER III RF; Renda Fixa; A; 2003-08-26; 2018-10-01T18
119628; ALASKA POLAND FI ACOES BDR NIVEL I IE;ações; A; 2003-08-05; 2019-10-03T16
119733; UNICLASS POS LP FICFI RF; Renda Fixa; A; 2003-09-03; 2019-07-03T17
119741; RENDA FIXA LP FC; Renda Fixa; A; 2003-09-03; 2019-07-03T17
119751; UNIBANCO RENDA FIXA LP FI; Renda Fixa; A; 2003-09-03; 2017-09-11T16
119814; ITAU POS RENDA FIXA LONGO PRAZO FI; Renda Fixa; A; 2003-09-03; 2019-07-03T17
119873; SAFRA SMALL CAP FC FI EM ACOES;ações; A; 2003-09-11; 2019-06-18T17
120200; ITAU ANTARES MULT PRS FICFI; Multimercados; A; 2003-09-01; 2019-07-03T17
120219; ITAU RENDA FIXA REF DI PREMIUM - FC FI; Renda Fixa; A; 2003-09-01; 2019-07-03T17
120316; BRAD H FC FI RF REF DI LP FUNCIONARIO; Renda Fixa; A; 2003-07-02; 2017-11-28T18
120472; DBM FI MULTIMERCADO CREDITO PRIVADO IE; Multimercados; A; 2003-09-30; 2019-08-19T17
120545; LIMIAR FI MULT CRED PRIV; Multimercados; A; 2003-09-30; 2020-02-03T16
120561; BB POLO 28 FI RENDA FIXA CURTO PRAZO; Renda Fixa; A; 2003-09-29; 2019-09-23T16
120782; FIQ MULTIMERCADO LAECO; Multimercados; E; 2003-07-11; 2020-04-09T17
120855; BRADESCO FC FI MULT VGBL MODERADO II; PrevidÃªncia; A; 2003-07-11; 2019-11-01T17
120863; BRADESCO FC FI MULT VGBL MODERADO; PrevidÃªncia; A; 2003-07-11; 2019-11-01T18
120871; BRADESCO H FI RF VGBL CONSERVADOR; PrevidÃªncia; A; 2003-07-11; 2019-11-01T16
120898; BRADESCO FC FI MULT VGBL AGRESSIVO; PrevidÃªncia; A; 2003-07-11; 2019-11-01T17
120911; TAL FI MULT CRED PRIV IE; Multimercados; A; 2003-09-08; 2017-04-26T11
120936; CARGILLPREV CD PREV MULTIMERCADO FI; Multimercados; A; 2003-07-11; 2020-03-10T10
121010; SAFRA CAMBIAL SUPER FIC FI; Cambial; A; 2003-10-08; 2019-11-27T16
121118; CAIXA FIC SELECAO RF; Renda Fixa; A; 2003-10-01; 2018-09-25T15
121126; CAIXA FIC PREFERENCIAL RF REF DI LP; Renda Fixa; A; 2003-10-01; 2018-09-25T15
121177; CAIXA FI MASTER CONSERVADOR RF REF DI LP; Renda Fixa; A; 2003-10-01; 2018-10-04T18
121241; CAIXA FI ACOES DIVIDENDOS;ações; A; 2003-10-03; 2019-06-18T17
121363; IPOJUCA FI RF; Renda Fixa; A; 2003-10-22; 2020-04-07T16
121381; SULAMERCIA MIX 49 I FI MULTIMERCADO; PrevidÃªncia; A; 2003-09-26; 2019-11-01T16
121401; THOMPSON FC FI MULT - CRED PRIV  IE; Multimercados; A; 2003-08-29; 2016-07-25T21
121568; CSHG ALL VERDE 30 FC FI MULT; Multimercados; A; 2003-10-15; 2020-03-16T17
121721; MINASCOOP FI RF CREDITO PRIVADO; Renda Fixa; A; 2003-10-27; 2020-05-12T16
121819; ICATU VANGUARDA RENDA FIXA FI PLUS LP; Renda Fixa; A; 2003-11-03; 2019-12-30T15
121908; ITAU SELECAO ACOES FC;ações; A; 2003-10-24; 2019-06-13T14
121940; BB MULT MULTIGESTOR MACRO PRIVATE FC; Multimercados; A; 2003-11-07; 2019-01-10T15
122017; WA MULTITRADING ADV GLOBAL FC FI MULT; Multimercados; A; 2003-11-12; 2020-06-12T16
122025; WA MULTITRADING ADV TOP FIC FI MULTI; Multimercados; A; 2003-11-12; 2018-12-14T09
122033; WA MULTITRADING PLUS FIC FI MULT; Multimercados; A; 2003-11-12; 2018-12-14T09
122041; WESTERN ASSET MULTITRADING H MULTI FI; Multimercados; A; 2003-11-12; 2019-10-14T16
122076; WA DINAMICO FUNDO DE INVESTIMENTO MULT; Multimercados; A; 2003-11-12; 2020-03-11T12
122114; WA MULTITRADING TOP FIC FI MULT; Multimercados; A; 2003-11-17; 2018-12-14T09
122157; BRAD PRIVATE FICFI RF REF DI PORTIFOLIO; Renda Fixa; A; 2003-11-14; 2019-09-19T12
122203; FAPA SENIOR FI MULT; Multimercados; A; 2003-08-21; 2019-04-03T17
122246; PALES MULTIMERCADO FUNDO DE INVESTIMENTO; Multimercados; A; 2003-11-10; 2019-07-03T17
122289; MASTER FC FI RF REF DI; Renda Fixa; A; 2003-11-20; 2019-07-02T17
122361; SANTANDER FIC FI MULTIESTRATEGIA MULT; Multimercados; A; 2003-11-24; 2020-01-29T16
122378; BRAM FIA;ações; A; 2003-08-25; 2019-06-13T11
122424; BNP PARIBAS YIELD CLASSIQUE FI MULT LP; Multimercados; A; 2003-11-17; 2018-12-11T16
122548; BB POLO 27 FI RF; Renda Fixa; A; 2003-11-26; 2016-03-31T10
122572; CARGILLPREV BD PREV RENDA FIXA FI; Renda Fixa; A; 2003-11-14; 2019-07-02T17
122653; BRADESCO H FI RF CURTO PRAZO; Renda Fixa; A; 2003-11-28; 2018-05-10T18
122726; LAWTON MULT EXCLUSIVO FI CRED PRIV; Multimercados; A; 2003-09-22; 2019-07-03T17
122734; ATACAMA MULTIMERCADO FI; Multimercados; A; 2003-11-24; 2018-05-16T11
122841; SUL AMERICA GUAXUMA FI RF; Renda Fixa; A; 2003-09-11; 2017-10-03T17
122939; BNPP Vitoria FC FI Mult Cred Priv IE; Multimercados; A; 2003-12-09; 2019-10-04T17
122998; ARES MULT FC FI  - IE; Multimercados; A; 2003-09-18; 2020-06-05T16
123021; ITAU SELECAO ACOES FICFI;ações; A; 2003-10-24; 2019-07-03T17
123048; FCOPEL FUNDO DE INVESTIMENTO EM ACOES II;ações; A; 2003-09-17; 2019-05-28T17
123226; BB MULT MACRO LP FC; Multimercados; A; 2003-12-08; 2019-08-16T17
123234; BB RF REF DI PLUS AGIL FC; Renda Fixa; A; 2003-12-09; 2019-11-05T16
123242; BB RENDA FIXA REF DI LP PLUS ESTILO FC; Renda Fixa; E; 2003-12-08; 2019-12-09T15
123439; ARX TARGET ICATU PREV FC FI MULT; PrevidÃªncia; A; 2003-12-26; 2019-11-01T16
123498; BANCO DO NORDESTE FMP FGTS VALE RIO DOCE;ações; A; 2003-10-08; 2018-08-27T12
123501; BANCO DO NORDESTE FMP FGTS PETROBRAS;ações; A; 2003-10-08; 2018-08-27T12
123544; ITAU MULTIESTRATEGIA MULTIMERCADO FI; Multimercados; A; 2003-12-22; 2019-07-02T17
123633; BB CARTEIRA LIVRE I FI ACOES;ações; E; 2003-10-08; 2020-05-04T16
123641; LESSA MULTIMERCADO CREDITO PRIVADO FI; Multimercados; A; 2003-10-10; 2016-08-10T10
123676; ITAU FLEXPREV PLUS V20 MULT FICFI; PrevidÃªncia; A; 2003-10-16; 2019-11-01T17
123838; BRASILPREV MULT MULTIESTRATEGIA I FC; PrevidÃªncia; A; 2004-01-05; 2019-11-01T15
123846; BRASILPREV MULT MULTIESTRATEGIA II FC; PrevidÃªncia; A; 2004-01-05; 2019-11-01T15
124036; BRADESCO FIC MULTIMERCADO PGBL V30 15; PrevidÃªncia; A; 2004-01-02; 2019-11-01T17
124044; BRADESCO FIC MULTIMERCADO PGBL V40 15; PrevidÃªncia; A; 2004-01-02; 2019-11-01T18
124052; BRADESCO FIC MULTIMERCADO PGBL V15 15; PrevidÃªncia; A; 2004-01-02; 2019-11-01T16
124230; STAR MULTIMERCADO CRED PRIV IE FI; Multimercados; A; 2003-10-24; 2016-08-01T11
124419; EGEON PREVIDENCIARIO MULTIMERCADO FI; Multimercados; A; 2004-01-27; 2019-11-08T12
124631; ITAU FAPI CONSERVADOR; PrevidÃªncia; A; 2003-11-07; 2019-11-01T17
124826; SANTANDER FICFI MASTER FUNCESP RF REF DI; Renda Fixa; A; 2004-02-05; 2018-01-09T15
124877; MONGERAL AEGON RF PREVIDENCIA FC FI; PrevidÃªncia; A; 2004-02-05; 2019-11-01T16
124893; BNP PARIBAS FF ALM A FI RF; Renda Fixa; A; 2004-02-16; 2020-08-27T16
124931; ITAU EXCELENCIA SOCIAL ACOES FI;ações; A; 2004-02-03; 2020-01-09T16
124941; CSHG FIGUEIRA FI MULT CRED PRIV IE; Multimercados; A; 2003-12-04; 2019-12-11T01
125156; ITAU FLEXPREV I V40 MULT FICFI; PrevidÃªncia; A; 2004-02-09; 2019-11-01T16
125342; ITAU UNIB  CANTAR  FI MULT CRED PRIV IE; Multimercados; A; 2004-01-21; 2019-07-03T17
125377; SET CAPITAL FIA;ações; A; 2004-02-03; 2020-03-27T16
125466; BTGP ACCESS BALANCEADO FIC FI MULT; Multimercados; A; 2004-02-20; 2019-12-16T15
125571; BNB ESPECIAL FIC FI RENDA FIXA REF DI; Renda Fixa; A; 2003-12-05; 2020-03-05T18
125611; ETNA FIA;ações; A; 2004-03-04; 2015-10-03T13
125784; ITAUPREV PREVISAO RF FICFI; PrevidÃªncia; A; 2003-12-23; 2019-12-09T15
125891; CARTEIRA PRIV 176 MULT CRED PRIV IE FI; Multimercados; A; 2004-03-26; 2019-07-03T17
125970; CA INDOSUEZ BETON FIC FI MULTIMERCADO; Multimercados; A; 2003-12-31; 2020-06-08T16
125997; CAIXA FI APEX BRASIL RF LONGO PRAZO; Renda Fixa; A; 2004-03-08; 2020-03-25T16
126039; FI NETUNO MULT PREVIDENCIARIO CRED PRIV; Multimercados; A; 2004-01-02; 2018-05-16T11
126251; DAYCOVAL MULTIFUNDS FIQFI MULTIMERCADO; Multimercados; A; 2004-02-18; 2018-04-19T18
126276; BRADESCO PRIME FIC FI RF REF DI SPECIAL; Renda Fixa; A; 2004-04-01; 2016-08-08T19
126391; SAFRA EXECUTIVE CORPORATE RF FC FI; Renda Fixa; A; 2004-01-14; 2019-11-08T16
126421; BRADESCO PRIME FIC DE FI RF SPECIAL; Renda Fixa; A; 2004-04-01; 2017-02-22T17
126438; BRADESCO FIC DE FI RF REF DI TOPAZIO; Renda Fixa; A; 2004-04-01; 2016-07-25T19
126446; BRADESCO PRIME FC FI RF CURTO PRAZO; Renda Fixa; A; 2004-04-01; 2018-06-01T16
126454; BRAM FI RF CURTO PRAZO; Renda Fixa; A; 2004-04-01; 2018-06-05T19
126527; ITAU FLEXPREV PLUS V40 MULTI FICFI; PrevidÃªncia; A; 2004-01-14; 2019-11-01T17
126535; ITAU FLEXPREV PLUS V10 MULT FICFI; PrevidÃªncia; A; 2004-01-16; 2019-11-01T17
127035; SUL AMERICA CP53 FICFI MULTIMERCADO; Multimercados; A; 2004-02-04; 2019-05-17T16
127231; WA ALLOCATION 2 FIC DE FI MULTIMERCADO; Multimercados; A; 2004-05-10; 2018-12-14T09
127345; WA ALLOCATION 4 FIC DE FI MULTIMERCADO; Multimercados; E; 2004-05-13; 2020-03-12T17
127353; WA ALLOCATION 3 FIC DE FI MULTIMERCADO; Multimercados; A; 2004-05-13; 2018-12-14T09
127442; WA ALLOCATION 1 FIC DE FI MULTIMERCADO; Multimercados; A; 2004-05-17; 2018-12-14T09
127515; BB BESC RENDA FIXA PRATICO CRED PRIV FI; Renda Fixa; A; 2004-05-03; 2018-05-09T20
127531; ITAU ACOES SMALL CAP FC;ações; A; 2004-05-18; 2019-07-03T17
127541; UNIBANCO CLASSE MUNDIAL ACOES FICFI;ações; A; 2004-05-18; 2019-07-03T17
127558; ICATU VANGUARDA ACOES IBX FI;ações; A; 2004-05-18; 2019-10-01T16
127647; BRADESCO H FC FI RF LP 1.000; Renda Fixa; A; 2004-05-20; 2018-05-10T18
127787; SAFRA SELECTION FC FIA;ações; A; 2004-05-18; 2019-06-10T17
127876; BRAM FI MULTIMERCADO MACRO 22; Multimercados; A; 2004-05-31; 2018-03-05T10
127884; BRAD PRIME FIC FI MULTI MULTI ALLOCATION; Multimercados; A; 2004-05-31; 2018-03-07T11
127981; ITAU RF CRED PRIV MASTER ACTIVE FIX FI; Renda Fixa; A; 2004-05-26; 2019-07-03T17
128007; ITAU ACE DIVIDENDOS ACOES FICFI;ações; A; 2004-05-24; 2019-07-03T17
128015; DAYCOVAL EXPERT FI MULT CRED PRIV; Multimercados; A; 2004-05-19; 2020-04-30T16
128031; SANTANDER FI BALTICO I MULTIMERCADO; Multimercados; A; 2004-06-01; 2020-03-09T11
128066; SUL AMERICA AQUA FI MULT CRED PRIV; Multimercados; A; 2004-05-31; 2020-03-09T12
128074; BB TOP RENDA FIXA CP FI; Renda Fixa; A; 2004-03-05; 2017-05-11T17
128211; BB SEG RENDA FIXA FI; Renda Fixa; A; 2004-06-08; 2017-06-19T12
128392; FIC DE FI ROMA MULTIMERCADO; Multimercados; A; 2004-06-15; 2016-08-03T15
128635; MARBELLA FI RF CRED PRIV; Renda Fixa; A; 2004-06-23; 2019-03-20T16
128767; SANTANDER FC FI MCA MULTIMERCADO; Multimercados; A; 2004-06-28; 2020-03-06T18
128813; SANTANDER FC FI AGRESSIVO MULTIMERCADO; Multimercados; A; 2004-06-28; 2020-03-06T18
128848; TENIS MULTIMERCADO FICFI; Multimercados; A; 2004-06-09; 2019-07-22T16
128872; IPORT MULTI FC FI MULTIMERCADO; Multimercados; A; 2004-04-26; 2019-07-05T15
128937; CAIXA FI FAPECE RF; Renda Fixa; A; 2004-06-23; 2019-09-06T17
128988; SANTANDER FIC FI CONSERVADOR RENDA FIXA; Renda Fixa; A; 2004-07-02; 2019-12-05T16
129100; BRESSER ACOES FIC DE FI EM ACOES;ações; A; 2004-04-14; 2019-05-31T11
129161; CSHG SIGMA FC FI MULT IE; Multimercados; A; 2004-05-06; 2020-03-06T17
129178; CSHG SETE CRAVOS FCFI MULT-CRED PRIV IE; Multimercados; A; 2004-05-05; 2019-12-02T17
129194; CSHG BROW FI MULT CRED PRIV IE; Multimercados; A; 2004-04-15; 2019-08-29T17
129550; ITAU PRIVATE MULTI ACOES FICFI;ações; A; 2004-06-29; 2019-07-03T17
129577; SABESPREV VMB FI RF; Renda Fixa; A; 2004-07-21; 2019-07-03T17
129615; PB II FICFI MULT CRED PRIV IE; Multimercados; A; 2004-07-19; 2018-06-26T17
